drug_name,smiles,tokens
letrozole,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,"['N#', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C(N1', 'C=N', 'C=', 'N1)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C#N']"
trovafloxacin,[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,"['[H]', '[C@@]12', 'CN(C', '[C@]1(', '[H]', ')', '[C@H]2', 'N)', 'C1=N', 'C2=C(', 'C=C1', 'F)', 'C(=O)', 'C(=', 'CN2', 'C1=C(', 'F)', 'C=C(', 'F)', 'C=', 'C1)', 'C(O)=O']"
disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,"['CCN(CC)', 'C(=S)S', 'SC(=S)', 'N(CC)CC']"
tinidazole,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,"['CCS(=O)(=O)', 'CCN1', 'C(C)', '=N', 'C=C1', '[N+]([O-])=O']"
remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1,"['CCC(CC)', 'COC(=O)', '[C@H](C)N', '[P@]', '(=O)', '(', 'OC', '[C@H]1O', '[C@](', 'C#N)', '(', '[C@H](O)', '[C@@H]1O)', 'C1=', 'CC', '=C2', 'N1', 'N=', 'CN', '=C2', 'N)', 'O', 'C1=', 'CC=', 'CC', '=C1']"
chlorthalidone,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,"['NS(=O)(=O)', 'C1=C(', 'Cl)', 'C=CC(', '=', 'C1)', 'C1(O)', 'NC(=O)', 'C2=', 'CC=', 'CC', '=C1', '2']"
celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,"['CC1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC(', '=N', 'N1', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'S(N)(=O)=O)', 'C(F)(F)F']"
pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,"['CCCC(C)', 'C1(', 'CC)', 'C(=O)NC(=O)N', 'C1=O']"
leflunomide,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,"['CC1=C(', 'C=N', 'O1)', 'C(=O)N', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(F)(F)F']"
misoprostol,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,"['CCCC', 'C(C)(O)', 'C', '\\', 'C=C\\', '[C@H]1', '[C@H](O)', 'CC(=O)', '[C@@H]1', 'CCCCCC', 'C(=O)OC']"
berotralstat,NCC1=CC(=CC=C1)N1N=C(C=C1C(=O)NC1=CC(=CC=C1F)[C@H](NCC1CC1)C1=CC=CC(=C1)C#N)C(F)(F)F,"['N', 'CC1=', 'CC(', '=', 'CC=', 'C1)', 'N1', 'N=C(', 'C=C1', 'C(=O)N', 'C1=', 'CC(', '=', 'CC', '=C1', 'F)', '[C@H](N', 'CC1CC1)', 'C1=', 'CC=', 'CC(', '=', 'C1)', 'C#N)', 'C(F)(F)F']"
potassium perchlorate,[K+].[O-][Cl](=O)(=O)=O,"['[K+]', '.', '[O-]', '[Cl]', '(=O)', '(=O)=O']"
lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,"['N', 'C1=', 'NC(=O)', 'N(', 'C=', 'C1)', '[C@@H]1', 'CS', '[C@H](CO)', 'O1']"
tetrabenazine,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,"['CO', 'C1=C(', 'OC)', 'C=C2', 'C3', 'CC(=O)', 'C(', 'CC(C)C)', 'CN3', 'CCC2', '=C1']"
terbinafine,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,"['CN(C', '\\', 'C=C\\', 'C#', 'CC(C)(C)C)', 'CC1=', 'CC=', 'CC2', '=', 'CC=', 'CC', '=C1', '2']"
dotatate,C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,"['C[C@@H](O)', '[C@H](NC(=O)', '[C@@H]1', 'CS', 'S', 'C[C@H](NC(=O)', '[C@@H](', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'NC(=O)', 'CN2CCN(', 'CC(O)=O)', 'CCN(', 'CC(O)=O)', 'CCN(', 'CC(O)=O)', 'CC2)', 'C(=O)N[C@@H](', 'CC2', '=', 'CC', '=C(O)', 'C=C', '2)', 'C(=O)N[C@H](', 'CC2', '=', 'CN', 'C3', '=C2', 'C=', 'CC', '=C', '3)', 'C(=O)N[C@@H](', 'CCCCN)', 'C(=O)N[C@@H](', '[C@@H](C)O)', 'C(=O)N', '1)', 'C(O)=O']"
alpelisib,CC1=C(SC(NC(=O)N2CCC[C@H]2C(N)=O)=N1)C1=CC(=NC=C1)C(C)(C)C(F)(F)F,"['CC1=C(', 'S', 'C(N', 'C(=O)N2', 'CCC[C@H]2', 'C(N)=O)', '=N1', ')', 'C1=', 'CC(', '=N', 'C=', 'C1)', 'C(C)(C)', 'C(F)(F)F']"
cyproheptadine,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,"['CN1CCC(', 'CC1)', '=C1', 'C2=', 'CC=', 'CC', '=C2', 'C=', 'CC2', '=', 'CC=', 'CC', '=C1', '2']"
zinc sulfate,[Zn++].[O-]S([O-])(=O)=O,"['[Zn++]', '.', '[O-]', 'S(', '[O-])', '(=O)=O']"
gallium nitrate,[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,"['[Ga+3]', '.', '[O-]', '[N+]([O-])=O', '.', '[O-]', '[N+]([O-])=O', '.', '[O-]', '[N+]([O-])=O']"
mestranol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3,"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1(C)CC', '[C@]1(', '[H]', ')', 'C3=C(', 'CC', '[C@@]21', '[H]', ')', 'C=C(', 'OC)', 'C=C3']"
rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,"['CN(', 'CCO', 'C1=', 'CC', '=C(', 'CC2', 'S', 'C(=O)N', 'C2=O)', 'C=', 'C1)', 'C1=', 'CC=', 'CC=', 'N1']"
chromic chloride,[Cl-].[Cl-].[Cl-].[Cr+3],"['[Cl-]', '.', '[Cl-]', '.', '[Cl-]', '.', '[Cr+3]']"
omadacycline,[H][C@@]12CC3=C(C=C(CNCC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,"['[H]', '[C@@]12', 'CC3', '=C(', 'C=C(', 'CN', 'CC(C)(C)C)', 'C(O)', '=C3', 'C(=O)', 'C1=C(O)', '[C@]1(O)', 'C(=O)C(', 'C(N)=O)', '=C(O)', '[C@@H](', 'N(C)C)', '[C@]1(', '[H]', ')', 'C2)', 'N(C)C']"
omacetaxine mepesuccinate,[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],"['[H]', '[C@@]1(', 'OC(=O)', '[C@@](O)(', 'CCCC', '(C)(C)', 'O)', 'CC(=O)OC)', 'C(OC)', '=C', '[C@]23', 'CCCN2', 'CCC2', '=', 'CC4', '=C(', 'OCO4)', 'C=C2', '[C@]1', '3', '[H]']"
dextromethorphan,[H][C@]12CCCC[C@]11CCN(C)[C@H]2CC2=C1C=C(OC)C=C2,"['[H]', '[C@]12', 'CCCC', '[C@]1', '1', 'CCN(C)', '[C@H]2', 'CC2', '=C1', 'C=C(', 'OC)', 'C=C2']"
degarelix,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,"['CC(C)C[C@H](NC(=O)', '[C@@H](', 'CC1=', 'CC', '=C(', 'NC(', 'N)=O)', 'C=', 'C1)', 'NC(=O)[C@H](', 'CC1=', 'CC', '=C(', 'NC(=O)', '[C@@H]2', 'CC(=O)N', 'C(=O)N', '2)', 'C=', 'C1)', 'NC(=O)[C@H](', 'CO)', 'NC(=O)[C@@H](', 'CC1=', 'CC=', 'CN', '=', 'C1)', 'NC(=O)[C@@H](', 'CC1=', 'CC', '=C(', 'Cl)', 'C=', 'C1)', 'NC(=O)[C@@H](', 'CC1=', 'CC', '=C2', 'C=', 'CC=', 'CC2', '=', 'C1)', 'NC(C)=O)', 'C(=O)N[C@@H](', 'CCCCN', 'C(C)C)', 'C(=O)N1CCC[C@H]1', 'C(=O)N', '[C@H](C)', 'C(N)=O']"
bosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,"['CO', 'C1=', 'CC=', 'CC', '=C1', 'O', 'C1=C(', 'NS(=O)(=O)', 'C2=', 'CC', '=C(', 'C=C', '2)', 'C(C)(C)C)', 'N=C(', 'N=C1', 'OCC', 'O)', 'C1=N', 'C=', 'CC=', 'N1']"
clorazepic acid,OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,"['OC(=O)', 'C1', 'N=C(', 'C2=', 'CC=', 'CC', '=C', '2)', 'C2=C(', 'N', 'C1=O)', 'C=CC(', 'Cl)', '=C2']"
salmeterol,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,"['O', 'CC1=C(', 'O)', 'C=CC(', '=', 'C1)', 'C(O)', 'CN', 'CCCC', 'CCO', 'CCCCC1', '=', 'CC=', 'CC', '=C1']"
cobimetinib,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1,"['O', 'C1(', 'CN(', 'C1)', 'C(=O)', 'C1=C(', 'N', 'C2=C(', 'F)', 'C=C(', 'I)', 'C=C', '2)', 'C(F)', '=C(', 'F)', 'C=', 'C1)', '[C@@H]1', 'CCCCN1']"
nevirapine,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,"['CC1', '=C2', 'NC(=O)', 'C3=C(', 'N=', 'CC', '=C', '3)', 'N(', 'C3CC3)', 'C2=N', 'C=C1']"
olanzapine,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,"['CN1CCN(', 'CC1)', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'N', 'C2', '=C1', 'C=C(C)', 'S2']"
perphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,"['OCC', 'N1CCN(', 'CCCN2', 'C3=', 'CC=', 'CC', '=C3', 'S', 'C3', '=C2', 'C=C(', 'Cl)', 'C=C', '3)CC1']"
tetracycline,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,"['[H]', '[C@@]12', 'C', '[C@@]3(', '[H]', ')', 'C(', '=C(O)', '[C@]1(O)', 'C(=O)C(', 'C(N)=O)', '=C(O)', '[C@H]2', 'N(C)C)', 'C(=O)', 'C1=C(O)', 'C=', 'CC', '=C1', '[C@@]3(C)', 'O']"
aluminum hydroxide,[OH-].[OH-].[OH-].[Al+3],"['[OH-]', '.', '[OH-]', '.', '[OH-]', '.', '[Al+3]']"
secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,"['CCCC(C)', 'C1(', 'CC=C)', 'C(=O)NC(=O)N', 'C1=O']"
felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,"['NC(=O)', 'OCC(', 'CO', 'C(N)=O)', 'C1=', 'CC=', 'CC', '=C1']"
sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,"['CCCC1', '=N', 'N(C)', 'C2', '=C1', 'N=C(N', 'C2=O)', 'C1=', 'CC(', '=', 'CC', '=C1', 'OCC)', 'S(=O)(=O)N1', 'CCN(C)CC1']"
albendazole,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,"['CCCS', 'C1=', 'CC2', '=C(', 'C=', 'C1)', 'N=C(', 'NC(=O)', 'OC)', 'N2']"
voxilaprevir,CC[C@@H]1[C@@H]2CN([C@@H]1C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1)C(=O)[C@@H](NC(=O)O[C@@H]1C[C@H]1CCCCC(F)(F)C1=C(O2)N=C2C=C(OC)C=CC2=N1)C(C)(C)C,"['CC[C@@H]1', '[C@@H]2', 'CN(', '[C@@H]1', 'C(=O)N', '[C@@]1(', 'C[C@H]1', 'C(F)F)', 'C(=O)NS(=O)(=O)', 'C1(C)', 'CC1)', 'C(=O)', '[C@@H](NC(=O)', 'O[C@@H]1', 'C[C@H]1', 'CCCC', 'C(F)(F)', 'C1=C(', 'O2)', 'N=C2', 'C=C(', 'OC)', 'C=', 'CC2', '=N1', ')', 'C(C)(C)C']"
dihydrotachysterol,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,"['CC(C)', '[C@@H](C)', '\\', 'C=C\\', '[C@@H](C)', '[C@@]1(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', '\\', 'C(', 'CCC', '[C@]12', 'C)', '=C\\', 'C=C1', '/C', '[C@@H](O)', 'CC[C@@H]1', 'C']"
metyrapone,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,"['CC(C)(', 'C(=O)', 'C1=', 'CN', '=', 'CC=', 'C1)', 'C1=', 'CC=', 'CN', '=C1']"
amyl nitrite,CCCCCON=O,"['CCCC', 'CO', 'N', '=O']"
methylphenidate,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,"['COC(=O)', 'C(', 'C1CCCC', 'N1)', 'C1=', 'CC=', 'CC', '=C1']"
thiethylperazine,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,"['CCS', 'C1=', 'CC2', '=C(', 'S', 'C3=', 'CC=', 'CC', '=C3', 'N2', 'CCCN2', 'CCN(C)CC2)', 'C=C1']"
ezetimibe,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,"['[H]', '[C@]1', '(CC', '[C@H](O)', 'C2=', 'CC', '=C(', 'F)', 'C=C', '2)', 'C(=O)N(', 'C2=', 'CC', '=C(', 'F)', 'C=C', '2)', '[C@]1(', '[H]', ')', 'C1=', 'CC', '=C(O)', 'C=C1']"
nelarabine,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"['CO', 'C1=N', 'C(N)=N', 'C2', '=C1', 'N=', 'CN2', '[C@@H]1', 'O[C@H](CO)[C@@H](O)', '[C@@H]1O']"
calcifediol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,"['C[C@H](', 'CCCC', '(C)(C)', 'O)', '[C@@]1(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', '\\', 'C(', 'CCC', '[C@]12', 'C)', '=C\\', 'C=C1', '\\', 'C[C@@H](O)', 'CCC1', '=C']"
mitotane,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,"['Cl', 'C(Cl)', 'C(', 'C1=', 'CC', '=C(', 'Cl)', 'C=', 'C1)', 'C1=', 'CC=', 'CC', '=C1', 'Cl']"
clofarabine,[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12,"['[H]', '[C@]1', '(F)', '[C@H](O)', '[C@@H](CO)', 'O[C@H]1', 'N1C', '=N', 'C2=C(', 'N)', 'N=C(', 'Cl)', 'N=C1', '2']"
chloroprocaine,CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1,"['CCN(CC)', 'CCOC(=O)', 'C1=C(', 'Cl)', 'C=C(', 'N)', 'C=C1']"
aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,"['Cl', 'C1=', 'CC=', 'CC(', 'N2CCN(', 'CCCC', 'OC3', '=', 'CC4', '=C(', 'CCC(=O)N', '4)', 'C=C', '3)', 'CC2)', '=C1', 'Cl']"
clopidogrel,[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,"['[H]', '[C@@](', 'N1', 'CCC2', '=C(', 'C1)', 'C=C', 'S', '2)', '(', 'C(=O)OC)', 'C1=', 'CC=', 'CC', '=C1', 'Cl']"
estazolam,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,"['Cl', 'C1=', 'CC2', '=C(', 'C=', 'C1)', 'N1C', '=N', 'N=C1', 'CN', '=C2', 'C1=', 'CC=', 'CC', '=C1']"
icosapent,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,"['CC', '\\', 'C=C', '/C', '\\', 'C=C', '/C', '\\', 'C=C', '/C', '\\', 'C=C', '/C', '\\', 'C', '=C/', 'CCCC', '(O)=O']"
isradipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,"['COC(=O)', 'C1=C(C)N', 'C(C)=C(', 'C1', 'C1=', 'CC=', 'CC2', '=N', 'O', 'N=C1', '2)', 'C(=O)O', 'C(C)C']"
enasidenib,CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F,"['CC(C)(O)', 'CN', 'C1=N', 'C(=N', 'C(N', 'C2=', 'CC(', '=N', 'C=C', '2)', 'C(F)(F)F)', '=N1', ')', 'C1=N', 'C(=', 'CC=', 'C1)', 'C(F)(F)F']"
selenium,[Se],['[Se]']
magnesium chloride,[Mg++].[Cl-].[Cl-],"['[Mg++]', '.', '[Cl-]', '.', '[Cl-]']"
netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,"['CCN', '[C@@H]1', 'C[C@H](N)', '[C@@H](', 'O[C@H]2', 'OC(', 'CN)', '=', 'CC[C@H]2', 'N)', '[C@H](O)', '[C@H]1O', '[C@H]1', 'OC', '[C@](C)(O)', '[C@H](N', 'C)', '[C@H]1O']"
ondansetron,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,"['CN1', 'C2=C(', 'C3=', 'CC=', 'CC', '=C1', '3)', 'C(=O)C(', 'CN1', 'C=', 'CN', '=C1', 'C)', 'CC2']"
rotigotine,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1,"['CCCN(', 'CCC1', '=', 'CC', '=C', 'S', '1)', '[C@H]1', 'CCC2', '=C(O)', 'C=', 'CC', '=C2', 'C1']"
mifepristone,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'CC)', '[C@@]1', '(C)C', '[C@H](', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'N(C)C)', 'C1', '=C3', 'CCC(=O)', 'C=C3', 'CC', '[C@@]21', '[H]']"
methoxamine,COC1=CC(C(O)C(C)N)=C(OC)C=C1,"['CO', 'C1=', 'CC(', 'C(O)', 'C(C)', 'N)', '=C(', 'OC)', 'C=C1']"
clofazimine,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1,"['CC(C)', 'N=C1', 'C=C2', 'N(', 'C3=', 'CC', '=C(', 'Cl)', 'C=C', '3)', 'C3=C(', 'C=', 'CC', '=C', '3)', 'N=C2', 'C=C1', 'N', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
topiramate,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,"['[H]', '[C@@]12', 'CO', '[C@@]3(', 'CO', 'S(N)(=O)=O)', 'OC(C)(C)', 'O', '[C@@]3(', '[H]', ')', '[C@]1(', '[H]', ')', 'OC(C)(C)', 'O2']"
metaraminol,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,"['C[C@H](N)', '[C@H](O)', 'C1=', 'CC(O)', '=', 'CC', '=C1']"
amcinonide,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,"['[H]', '[C@@]12', 'C[C@H]3', 'OC4', '(', 'CCCC4)', 'O', '[C@@]3(', 'C(=O)', 'COC(C)=O)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1', '(F)', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'C=C', '[C@]12C']"
valdecoxib,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,"['CC1=C(', 'C(=N', 'O1)', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'S(N)', '(=O)=O']"
phenylbutazone,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,"['CCCCC1', 'C(=O)N(', 'N(', 'C1=O)', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
raltegravir,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,"['CN1C(=O)', 'C(O)=C(', 'N=C1', 'C(C)(C)', 'NC(=O)', 'C1=N', 'N', '=C(C)', 'O1)', 'C(=O)N', 'CC1=', 'CC', '=C(', 'F)', 'C=C1']"
ifosfamide,ClCCNP1(=O)OCCCN1CCCl,"['Cl', 'CCN', 'P', '1', '(=O)', 'OCC', 'CN1CC', 'Cl']"
valbenazine,COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1,"['CO', 'C1=C(', 'OC)', 'C=C2', '[C@H]3', 'C[C@@H](', 'OC(=O)', '[C@@H](N)', 'C(C)C)', '[C@H](CC(C)C)', 'CN3', 'CCC2', '=C1']"
duvelisib,C[C@H](NC1=C2N=CNC2=NC=N1)C1=CC2=CC=CC(Cl)=C2C(=O)N1C1=CC=CC=C1,"['C[C@H](', 'NC1', '=C2', 'N=', 'CN', 'C2=N', 'C=', 'N1)', 'C1=', 'CC2', '=', 'CC=', 'CC(', 'Cl)', '=C2', 'C(=O)N1', 'C1=', 'CC=', 'CC', '=C1']"
rocuronium,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,"['[H]', '[C@@]12', 'C[C@@H](', '[C@H](OC(C)=O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', 'C[C@H](O)', '[C@H](', 'C[C@]12', 'C)', 'N1CCOCC1)', '[N+]1', '(', 'CC=C)', 'CCCC1']"
memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,"['CC12', 'CC3', 'CC(C)(', 'C1)', 'CC(N)', '(', 'C3)C2']"
cefamandole,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,"['[H]', '[C@]12', 'S', 'CC(', 'CS', 'C3=N', 'N', '=N', 'N3', 'C)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)', '[C@H](O)', 'C1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
