services,agcid,adr1,adr2,city,email,fax,nme,phone1,statecd,weburl,zipcd,agc_ADDR_LATITUDE,agc_ADDR_LONGITUDE,languages,faithbased,counslg_METHOD,language_ARA,language_ASL,language_CAM,language_CAN,language_CHI,language_CRE,language_CZE,language_ENG,language_FAR,language_FRE,language_GER,language_HIN,language_HMO,language_IND,language_ITA,language_KOR,language_OTH,language_POL,language_POR,language_RUS,language_SPA,language_SWA,language_TUR,language_UKR,language_VIE,service_DFC,service_DFW,service_FBC,service_FBW,service_FHW,service_HIC,service_HMC,service_NDW,service_PLW,service_PPC,service_PPW,service_RHC,service_RHW,service_RMC,counseling_FTF,counseling_GRP,counseling_OTH,counseling_TEL,counseling_VID,counseling_WEB,dqf_current,dqf_forecast,dqf_rmse_train,dqf_rmse_test,dqf_mae_train,dqf_mae_test,dqf_mape_train,dqf_mape_test,pp_current,pp_forecast,pp_rmse_train,pp_rmse_test,pp_mae_train,pp_mae_test,pp_mape_train,pp_mape_test
"FBC,FHW,NDW,PLW,PPC,PPW",81161,274 S Orange Ave,,Newark,mulu@newcommunity.org,973-645-0252,NEW COMMUNITY FEDERAL CREDIT UNION,973-621-2363,NJ,http://www.newcommunityfcu.org,7103,40.739068,-74.195811,"ENG,SPA",No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.9745970142494116,-0.0023943964578519,4263.36,25005.11,1619.51,6677.62,2.812014148849321e+17,4.145383015734758e+17,13.503449832517305,-0.0030277172417509,3651.56,21396.94,1186.26,4888.3,1.928764972859546e+17,2.384225164183188e+17
"PPC,PPW",90632,1747 Amelia St,,Orangeburg,homebuyer@new-america.org,803-534-2306,NEW AMERICA CORPORATION,803-534-0035,SC,https://homebuyer.new-america.org,29115,33.496146,-80.857159,ENG,No,"GRP,OTH,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.367594067066932,-0.0010566483831143,1967.07,10883.81,645.36,2916.37,8.48049331974271e+17,1.7078021312166664e+18,-14.799453746540124,0.0001356239377111,1683.19,9284.25,473.12,2094.69,6.240908259051725e+17,1.1403485019503772e+18
"DFC,DFW,FBC,FBW,FHW,NDW,PPC,PPW",80201,690 W Lake Mead Blvd,,North Las Vegas,,,"NEVADA PARTNERS, INC.",702-844-8000,NV,http://site.notavailable.org,89030,36.195855,-115.149855,"ENG,SPA",No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.8560231539480725,0.0027055469798969,1977.37,15053.72,606.09,3839.85,1.0339200666320744e+18,9.273919863373892e+17,-28.724875984846392,0.0013539521466993,1535.94,12857.61,405.85,2773.84,5.882038071712447e+17,5.061783718156093e+17
"DFC,FBC,NDW,PLW,PPC,PPW",80913,1901 Centre Ave Ste 200,,Pittsburgh,peberz@neighborworkswpa.org,,"NEIGHBORWORKS WESTERN PENNSYLVANIA, FORMERLY NEIGHBORHOOD HOUSING SERVICES, INC.",412-281-9773,PA,,15219,40.443239,-79.981251,ENG,Yes,"TEL,VID,WEB",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.4777619031553968,-0.0037114763146693,5818.81,51023.46,2215.23,13166.44,5.246421268565137e+17,7.705985821459464e+17,-10.617962652716216,-0.0049970793797631,4981.99,43672.33,1623.76,9650.67,3.872010370846472e+17,4.261856919135163e+17
"DFC,FBC,HIC,NDW,PPC,PPW",83906,605 SE Kane St,,Roseburg,info@nwumpqua.org,541-673-5023,NEIGHBORWORKS UMPQUA,541-673-4909,OR,http://www.nwumpqua.org/,97470,43.208047,-123.342561,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.2548490521264881,-0.0011614623906218,2081.46,11498.38,731.03,2964.79,6.016406859356545e+17,6.343966802638652e+17,-26.504601558831556,-0.0015193619261865,1742.74,9834.89,526.81,2144.55,4.133697813128514e+17,3.665356919950852e+17
"DFC,FBC,FBW,PPC,PPW,RHC,RHW",82427,1241 E Routt Ave,,Pueblo,admin@nwsoco.org,,NEIGHBORWORKS SOUTHERN COLORADO,719-544-8078,CO,http://www.nwsoco.org,81004,38.245252,-104.616328,ENG,No,"TEL,GRP,VID,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-2.484173932257562,-0.0018829329071531,2341.26,11538.7,749.95,3309.53,8.142775033674883e+17,1.0746706283057304e+18,-19.479096390212646,-0.0008091267041084,1993.24,9847.6,546.7,2390.91,5.89639335769528e+17,5.660586374327448e+17
"DFC,FBW,PPC,PPW,RHC,RHW,RMC",81605,128 E Katella Ave Ste 200,,Orange,info@nwoc.org,,NEIGHBORWORKS ORANGE COUNTY,714-490-1250,CA,https://www.nwoc.org,92867,33.808924,-117.852226,"ENG,SPA,VIE",No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.753671710412675,0.0007423057771413,16457.14,120032.16,5698.08,30127.87,4.296199098630504e+18,2.0876397242728333e+18,-4.833715105072372,0.00260826885069,14138.56,102772.04,4189.21,22042.63,3.191485242113124e+18,1.7490282746196024e+18
"DFC,FBC,HIC,PPC,PPW",82774,110 Marble St,,West Rutland,info@nwwvt.org,802-438-5338,NEIGHBORWORKS OF WESTERN VERMONT,802-438-2303,VT,http://www.nwwvt.org,5777,43.595851,-73.048299,ENG,No,"TEL,GRP,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.654898633241956,-0.0023538115031492,315.79,2115.31,120.14,579.79,3.977163772929519e+16,3.842052641006881e+16,-8.58909928195672,-0.0009135698478437,265.61,1810.7,84.99,423.81,1.8922569673871708e+16,2.623874243234942e+16
"DFC,DFW,FBC,FHW,NDW,PPC,PPW,RHC",80891,801 Elm St,2nd Floor,Manchester,info@hometeamnh.org,,NEIGHBORWORKS OF SOUTHERN NEW HAMPSHIRE,603-626-4663,NH,http://www.nwsnh.org,3101,42.989622,-71.462812,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.8240152957603328,-0.0009136672486649,538.61,4744.49,184.31,1328.22,1.4115969180768829e+17,4.0197069336892544e+17,-19.84058748548864,-0.0005500165279294,461.96,4050.67,134.34,949.34,9.49302516897023e+16,2.3577999335884547e+17
"DFC,FBC,FHW,HIC,NDW,PLW,PPC,PPW",80915,815 Smith St,,Scranton,panslinger@nwnepa.org,570-558-2496,NEIGHBORWORKS NORTHEASTERN PA/NHS OF LACKAWANNA COUNTY,570-558-2490,PA,https://www.nwnepa.org/,18504,41.398777,-75.687202,"ENG,SPA",No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.4777619031553968,-0.0037114763146693,5818.81,51023.46,2215.23,13166.44,5.246421268565137e+17,7.705985821459464e+17,-10.617962652716216,-0.0049970793797631,4981.99,43672.33,1623.76,9650.67,3.872010370846472e+17,4.261856919135163e+17
"DFC,FBC,FBW,PPC,PPW,RHC,RHW,RMC",81606,1031 W Center St Ste 302,,Orem,debbie.nmchs@gmail.com,801-375-5966,NEIGHBORWORKS MOUNTAIN COUNTRY HOME SOLUTIONS,801-375-5820,UT,https://neighborworksmchs.org/,84057,40.296997,-111.720913,ENG,No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.1528519192563067,-0.0030093992675989,2684.97,3834.25,678.79,1245.67,6.717864210941924e+17,9.020999266174144e+17,-25.482291399802065,-0.002159222163904,2304.05,3259.37,501.19,892.44,5.126678277344135e+17,5.943412364474469e+17
"DFC,DFW,FBC,FBW,NDW,PPC,PPW,RHC",80858,2411 Alhambra Blvd,,Sacramento,intake@nwsac.org,,NEIGHBORWORKS HOMEOWNERSHIP CENTER SACRAMENTO REGION,916-452-5356,CA,http://www.nwsacramento.org,95817,38.556706,-121.471978,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.753671710412675,0.0007423057771413,16457.14,120032.16,5698.08,30127.87,4.296199098630504e+18,2.0876397242728333e+18,-4.833715105072372,0.00260826885069,14138.56,102772.04,4189.21,22042.63,3.191485242113124e+18,1.7490282746196024e+18
"DFC,FBC,FHW,HIC,NDW,PLW,PPC,PPW,RMC",80929,437 S Jackson St,,Green Bay,admin@nwgreenbay.org,920-448-3078,NEIGHBORWORKS GREEN BAY,920-448-3075,WI,http://www.nwgreenbay.org,54301,44.506948,-88.010426,"ENG,SPA",No,"VID,WEB,TEL,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.6289987430841393,-0.0012945781247122,3446.59,11710.11,1220.34,3480.16,4.467026105035325e+17,6.683794815077795e+17,-19.510401128533715,-0.0028906652298372,2960.36,9945.89,893.84,2490.72,3.098661183663096e+17,3.881786891543461e+17
"DFC,FBC,FHW,HIC,NDW,PPC,PPW,RHC,RHW,RMC",80889,509 1st Ave S,,Great Falls,,,NEIGHBORWORKS GREAT FALLS,406-761-5861,MT,http://www.nwgf.org,59401,47.504354,-111.298937,ENG,No,"TEL,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.331051481748545,0.0001403687948167,654.69,2053.46,240.24,712.56,1.2245976211983283e+17,2.806386125841039e+17,-13.746838656960875,-0.0003730542105988,558.02,1755.11,175.75,518.62,9.094022721712435e+16,1.9118329492145344e+17
"DFC,DFW,FBC,HIC,PPC,PPW",81513,795 Main St,,Deadwood,paul@nwdhr.org,605-578-1405,NEIGHBORWORKS DAKOTA HOME RESOURCES,605-578-1401,SD,http://www.neighborworksdhr.org,57732,44.371559,-103.739129,ENG,No,"TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.2065366625596709,-0.0035914918903153,281.68,1065.53,112.11,342.99,6.465223248924304e+16,8.424299872054586e+16,-26.304867472600733,-0.0024210278540238,241.26,917.04,82.55,251.6,4.877023151477995e+16,5.402663629320638e+16
"DFC,NDW,PLW,PPC,PPW",84015,719 Front St Unit 103,,Woonsocket,info@neighborworksbrv.org,401-769-1010,NEIGHBORWORKS BLACKSTONE RIVER VALLEY,401-762-0993-215,RI,http://www.NeighborWorksBRV.org,2895,41.996928,-71.517566,"ENG,SPA",No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-2.418323344054613,-0.0031538711628423,1095.8,3706.78,289.11,1110.77,5.5781918825734296e+16,7.622263220706859e+16,-15.49769690434556,-0.0040477897469452,937.46,3168.38,211.96,810.73,4.244088114901884e+16,5.983901261745841e+16
"DFC,DFW,FBC,NDW,PLW,PPC,PPW,RMC",80927,520 W Grand Ave,,Beloit,,,"NEIGHBORWORKS BLACKHAWK REGION - NHS OF BELOIT, INC.",608-362-9051,WI,http://site.notavailable.org,53511,42.501499,-89.045205,"ENG,SPA",No,"TEL,VID,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6289987430841393,-0.0012945781247122,3446.59,11710.11,1220.34,3480.16,4.467026105035325e+17,6.683794815077795e+17,-19.510401128533715,-0.0028906652298372,2960.36,9945.89,893.84,2490.72,3.098661183663096e+17,3.881786891543461e+17
"DFC,FBC,FHW,HIC,NDW,PLW,PPC,PPW,RHC",80229,710 E Market St,,Aberdeen,,360-533-7851,NEIGHBORWORKS  OF GRAYS HARBOR COUNTY (ABERDEEN NHS),360-533-7828,WA,None,98520,46.979045,-123.811804,ENG,No,TEL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1415590383322185,-0.001148509085301,3189.68,28313.08,1190.99,6612.47,1.2951158600662446e+18,7.3985728178134e+17,-17.60682415415937,-0.0010258188022733,2696.63,24255.74,868.0,4817.19,9.518653634161348e+17,4.893634916505829e+17
"DFC,FBC,HIC,PPC,PPW",84079,112 Franklin St,,Watertown,,,"NEIGHBORS OF WATERTOWN, INC.",315-782-8497,NY,http://www.neighborsofwatertown.com,13601,44.002997,-75.986098,ENG,No,"TEL,GRP,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.912904953259442,-0.0088955788188022,7462.46,84938.81,3084.53,19971.71,1.7426795177755502e+18,2.773904139953548e+18,-12.84393140801052,0.0040838022680791,6409.58,73305.45,2268.01,14751.38,1.360182662531959e+18,2.2405458784348283e+18
"DFC,FBC,PPC,PPW",81042,621 DeGraw Street,,BROOKLYN,rmccool@fifthave.org,718-237-5366,"NEIGHBORS HELPING NEIGHBORS, INC.",718-237-2017-159,NY,http://www.nhnhome.org,11217,40.678552,-73.98185,ENG,No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-2.912904953259442,-0.0088955788188022,7462.46,84938.81,3084.53,19971.71,1.7426795177755502e+18,2.773904139953548e+18,-12.84393140801052,0.0040838022680791,6409.58,73305.45,2268.01,14751.38,1.360182662531959e+18,2.2405458784348283e+18
"DFC,FBC,FBW,HIC,NDW,PPC,PPW,RMC",90211,"20310 Empire Ave., Suite A100",,BEND,homesource@neighborimpact.org,,NEIGHBORIMPACT- BEND HOUSING CENTER,541-323-6567,OR,http://www.neighborimpact.org/homesource,97703,44.09115,-121.309372,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.2548490521264881,-0.0011614623906218,2081.46,11498.38,731.03,2964.79,6.016406859356545e+17,6.343966802638652e+17,-26.504601558831556,-0.0015193619261865,1742.74,9834.89,526.81,2144.55,4.133697813128514e+17,3.665356919950852e+17
"DFC,FBC,FHW,HIC,NDW,PLW,PPC,PPW,RMC",84788,457 NE Ochoco Plaza Dr,,Prineville,homesource@neighborimpact.org,,NEIGHBORIMPACT - PRINEVILLE HOUSING CENTER,541-323-6567,OR,http://www.neighborimpact.org/homesource,97754,44.303826,-120.830529,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.2548490521264881,-0.0011614623906218,2081.46,11498.38,731.03,2964.79,6.016406859356545e+17,6.343966802638652e+17,-26.504601558831556,-0.0015193619261865,1742.74,9834.89,526.81,2144.55,4.133697813128514e+17,3.665356919950852e+17
"DFC,FBC,FHW,HIC,NDW,PLW,PPC,PPW,RMC",84789,374 SW 5th St,Suite B,MADRAS,homesource@neighborimpact.org,,NEIGHBORIMPACT - MADRAS HOUSING CENTER,541-323-6567,OR,http://www.neighborimpact.org/homesource,97741,44.630976,-121.12957,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.2548490521264881,-0.0011614623906218,2081.46,11498.38,731.03,2964.79,6.016406859356545e+17,6.343966802638652e+17,-26.504601558831556,-0.0015193619261865,1742.74,9834.89,526.81,2144.55,4.133697813128514e+17,3.665356919950852e+17
"DFC,DFW,FBC,FBW,HIC,NDW,PPC,PPW,RHC,RHW,RMC",81156,2303 SW 1st St,,Redmond,homesource@neighborimpact.org,,NEIGHBORIMPACT,541-323-6567,OR,http://www.neighborimpact.org/homesource,97756,44.254833,-121.169079,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.2548490521264881,-0.0011614623906218,2081.46,11498.38,731.03,2964.79,6.016406859356545e+17,6.343966802638652e+17,-26.504601558831556,-0.0015193619261865,1742.74,9834.89,526.81,2144.55,4.133697813128514e+17,3.665356919950852e+17
"FBC,FHW,NDW,PPC,PPW",80890,2530 Q St,,Lincoln,billp@nwlincoln.org,,"NEIGHBORHOODS, INC. DBA NEIGHBORWORKS LINCOLN",402-477-7181,NE,http://nwlincoln.org,68503,40.815936,-96.684742,ENG,No,"GRP,OTH,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.1497770673545489,-0.0028867283323295,1224.43,2988.74,475.05,883.02,6.851774748945112e+17,1.3938908429934264e+17,-15.843445100490442,-0.0014399607620519,542.81,2559.36,177.07,642.89,9.0894022846327e+16,8.727429968385832e+16
,90153,10555 Lake Forest Blvd Ste 3J,,NEW ORLEANS,,877-329-6222,"NEIGHBORHOOD STABILIZATION CORPORATION (NACA COUNSELING SUBSIDIARY)  NEW ORLEANS, LA",504-241-2090,LA,https://www.naca.com,70127,30.033405,-89.966465,"ENG,SPA",No,"TEL,VID,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.967138727160517,0.0005007990123483,1011.16,14243.33,350.81,3399.95,7.253342100570331e+16,4.76215514114307e+16,-13.655030858944627,0.0025042442080662,861.3,12201.84,256.43,2499.93,5.551121579766973e+16,5.024197501685463e+16
,90152,3031 W Grand Blvd Ste 621,,Detroit,,877-329-6222,NEIGHBORHOOD STABILIZATION CORPORATION (NACA COUNSELING SUBSIDIARY)  DETROIT MI,281-204-6222,MI,https://www.naca.com,48202,42.369213,-83.076332,"ENG,SPA",No,"TEL,VID,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,-3.286550624849994,-0.0069880288817879,5223.24,41890.52,1945.84,9898.36,7.609111581470598e+17,5.159221425238502e+17,-9.848757213056146,-0.0051209264698757,4490.84,35787.01,1427.26,7286.13,5.369934147771636e+17,4.922206444956965e+17
"DFC,DFW,FBC,HIC,PPC,PPW,RMC",81110,9551 Pittsburgh Ave,,Rancho Cucamonga,,,"NEIGHBORHOOD PARTNERSHIP HOUSING SERVICES, INC.",909-988-5979,CA,http://nphs.info,91730,34.080336,-117.555827,ENG,No,TEL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.753671710412675,0.0007423057771413,16457.14,120032.16,5698.08,30127.87,4.296199098630504e+18,2.0876397242728333e+18,-4.833715105072372,0.00260826885069,14138.56,102772.04,4189.21,22042.63,3.191485242113124e+18,1.7490282746196024e+18
"DFC,FBC,PPC,PPW",80553,143 Border St,,East Boston,dianaf@noahcdc.org,,"NEIGHBORHOOD OF AFFORDABLE HOUSING, INC.",617-567-5882,MA,http://www.noahcdc.org,2128,42.373548,-71.04049,"ENG,SPA",No,"TEL,VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-6.766843813211295,-0.0029179484557355,3814.41,23663.22,1416.58,6746.05,6.612513107420932e+17,3.54199578800877e+17,-14.633486593533377,-0.0020054708464296,3276.02,20249.37,1040.52,4926.87,4.970570425449224e+17,2.894517124816446e+17
"DFC,DFW,FBC,PPC,PPW,RMC",84148,195 Golf Course Rd Ste 1,,Logan,suzanne@nnhc.net,,NEIGHBORHOOD NONPROFIT HOUSING CORPORATION,435-753-1112,UT,http://www.nnhc.net,84321,41.713738,-111.848074,ENG,Yes,"VID,WEB,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.1528519192563067,-0.0030093992675989,2684.97,3834.25,678.79,1245.67,6.717864210941924e+17,9.020999266174144e+17,-25.482291399802065,-0.002159222163904,2304.05,3259.37,501.19,892.44,5.126678277344135e+17,5.943412364474469e+17
"FBC,NDW,PPC,PPW",90667,1812 Abercorn St,,Savannah,dsimmons@niacdc.org,912-447-5599,NEIGHBORHOOD IMPROVEMENT ASSOCIATION,912-447-5577,GA,None,31401,32.058526,-81.096864,ENG,No,"GRP,VID,WEB,TEL,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.754333320271698,-0.0007175090071923,3903.25,31923.61,1172.54,8197.77,1.389175399842041e+18,1.8961837414110505e+18,-19.05194422543775,-0.0017119082246818,3347.57,27329.71,864.33,5982.39,1.0573084957303025e+18,1.161292167761613e+18
"DFC,DFW,FBW,NDW,PPC,PPW",80865,193  Grand Street,3rd Floor,WATERBURY,mrivera@nhswaterbury.org,203-757-6496,"NEIGHBORHOOD HOUSING SERVICES OF WATERBURY, INC.",203-753-1896,CT,http://www.nhswaterbury.org,6702,41.553907,-73.042662,"ENG,SPA",No,"TEL,VID,FTF",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5641819405767734,-0.0036068318145351,1724.2,10806.87,608.1,2689.65,3.220208251840756e+16,6.168907473906808e+16,14.0049757813657,-0.0035226875417232,1477.81,9245.47,446.78,1961.67,2.491834102153589e+16,4.598451058125593e+16
"DFC,DFW,FBC,HIC,NDW,PPC,PPW",81126,922 Franklin Ave,,Waco,,,"NEIGHBORHOOD HOUSING SERVICES OF WACO, INC.",254-752-1647,TX,http://nw-waco.org,76701,31.552534,-97.134552,"ASL,ENG",No,TEL,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.119562223733624,0.0053521797745509,10623.75,55758.81,3360.18,15102.85,4.228304013374089e+18,6.235581656215674e+18,-7.033935089578037,-0.00787074509286,9010.42,47620.53,2445.06,10977.92,3.079742544393052e+18,3.9373994365811937e+18
